model,lookback,params,best_epoch,best_val_loss,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rank_rmse_val,rank_abs_mbe_val
lstm,12,"{'hidden_size': 8, 'num_layers': 1, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.0005, 'weight_decay': 0.0}",113,2.4012557332753204e-05,0.004795752150143462,0.004208526250500344,0.41278455421405763,-0.00017329780968358132,0.00017329780968358132,9516.764467849029,8561.753914071973,4.680603978273943,618.4087694267786,618.4087694267786,9516.764467849029,618.4087694267786
lstm,12,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",104,2.755462446657475e-05,0.005021472157405134,0.004197383518364605,0.41238415879986,-0.001315576123320361,0.001315576123320361,9518.004785689785,8262.813904168162,4.605844702506243,-1724.0943953207345,1724.0943953207345,9518.004785689785,1724.0943953207345
lstm,6,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",49,1.7639275029068813e-05,0.005248767229280234,0.0038549073971459124,0.37910269276381836,-0.002924007462584277,0.002924007462584277,9856.973499221109,7362.307874132921,4.1619285785537015,-5215.058130501582,5215.058130501582,9856.973499221109,5215.058130501582
lstm,6,"{'hidden_size': 24, 'num_layers': 1, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.0005, 'weight_decay': 0.0}",59,1.964460352610331e-05,0.005279477543673674,0.00409378285503601,0.4021540373623917,-0.0037867221108310424,0.0037867221108310424,9936.68229668218,7921.393152867771,4.415466297063539,-7263.344615150498,7263.344615150498,9936.68229668218,7263.344615150498
lstm,8,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",62,2.1175621441216208e-05,0.005497538106217009,0.004324349018373063,0.4249146926859506,-0.004027545737349291,0.004027545737349291,10288.335413802271,8337.703484605108,4.659601696626345,-7715.677750807187,7715.677750807187,10288.335413802271,7715.677750807187
lstm,12,"{'hidden_size': 24, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",61,2.7779187803389505e-05,0.005000726432855476,0.004564025360596724,0.4468728293940271,0.0007521179446346559,0.0007521179446346559,10382.788195518931,9572.057018931264,5.126958206547637,2665.913553951589,2665.913553951589,10382.788195518931,2665.913553951589
lstm,6,"{'hidden_size': 24, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 32, 'learning_rate': 0.0005, 'weight_decay': 0.0}",71,2.346717519685626e-05,0.0052698005018923435,0.0048227912141348694,0.4721151184064044,-0.0002673449984424314,0.0002673449984424314,10862.272444245002,10043.82471783639,5.360134978791039,699.3734572103888,699.3734572103888,10862.272444245002,699.3734572103888
lstm,12,"{'hidden_size': 24, 'num_layers': 1, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",34,3.4383341699140146e-05,0.006065136233784116,0.004505633003897747,0.443599867728423,-0.003891986893736621,0.003891986893736621,10944.985138617725,8447.578575263946,4.827905590710276,-7114.980347625004,7114.980347625004,10944.985138617725,7114.980347625004
lstm,12,"{'hidden_size': 24, 'num_layers': 2, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.0005, 'weight_decay': 0.0}",43,4.07328006986063e-05,0.00625526782183089,0.004528685100264629,0.4462282020069122,-0.0036656173935764036,0.0036656173935764036,11172.706680825855,8395.27333027622,4.844141056862551,-6474.074218781224,6474.074218781224,11172.706680825855,6474.074218781224
lstm,12,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.0005, 'weight_decay': 0.0}",91,3.0820865504210815e-05,0.006342430776889112,0.00471309597587799,0.46392354393036944,-0.004220331000410815,0.004220331000410815,11490.105178551312,8833.057663710446,5.037650440014739,-7744.342081553683,7744.342081553683,11490.105178551312,7744.342081553683
